Label,Satisfied,MedianAge,MethodNumber,WeekDay,ArrivalHour,DepartureHour,Lat,Long
Unsatisfied,0,55,2,6,8,17,-33,151
Unsatisfied,0,55,2,6,9,17,-33,150
Unsatisfied,0,55,2,6,8,18,-33,150
Unsatisfied,0,55,2,6,9,18,-33,150
Unsatisfied,0,55,2,6,9,18,-33,151
Unsatisfied,0,55,2,6,9,18,-33,151
Unsatisfied,0,65,2,6,7,16,-33,150
Unsatisfied,0,65,2,6,7,16,-33,150
Unsatisfied,0,15,3,6,9,13,-33,151
Unsatisfied,0,15,3,6,8,13,-33,151
Unsatisfied,0,15,3,6,7,14,-33,151
Unsatisfied,0,15,3,6,10,14,-33,151
Unsatisfied,0,15,3,6,10,14,-33,151
Unsatisfied,0,15,3,6,7,15,-33,150
Unsatisfied,0,15,3,6,9,15,-33,150
Unsatisfied,0,15,3,6,10,15,-33,150
Unsatisfied,0,15,3,6,8,16,-33,151
Unsatisfied,0,15,3,6,8,16,-33,151
Unsatisfied,0,15,3,6,8,16,-33,150
Unsatisfied,0,15,3,6,9,16,-33,150
Unsatisfied,0,15,3,6,9,16,-33,151
Unsatisfied,0,15,3,6,12,16,-33,150
Unsatisfied,0,15,3,6,7,17,-33,151
Unsatisfied,0,15,3,6,10,17,-33,151
Unsatisfied,0,15,3,6,10,18,-33,151
Unsatisfied,0,15,3,6,14,18,-33,151
Unsatisfied,0,15,3,6,23,18,-33,151
Unsatisfied,0,15,3,6,8,19,-33,151
Unsatisfied,0,15,3,6,11,20,-33,151
Unsatisfied,0,15,3,6,12,20,-33,150
Unsatisfied,0,15,3,6,7,22,-33,150
Unsatisfied,0,25,3,6,9,1,-33,150
Unsatisfied,0,25,3,6,10,3,-33,151
Unsatisfied,0,25,3,6,9,9,-33,151
Unsatisfied,0,25,3,6,9,11,-33,150
Unsatisfied,0,25,3,6,9,13,-33,150
Unsatisfied,0,25,3,6,8,14,-34,151
Unsatisfied,0,25,3,6,8,14,-33,151
Unsatisfied,0,25,3,6,10,14,-33,150
Unsatisfied,0,25,3,6,9,14,-33,151
Unsatisfied,0,25,3,6,6,15,-33,151
Unsatisfied,0,25,3,6,7,15,-34,150
Unsatisfied,0,25,3,6,9,15,-33,151
Unsatisfied,0,25,3,6,10,15,-33,150
Unsatisfied,0,25,3,6,10,15,-33,151
Unsatisfied,0,25,3,6,7,15,-33,151
Unsatisfied,0,25,3,6,6,15,-33,151
Unsatisfied,0,25,3,6,7,15,-33,151
Unsatisfied,0,25,3,6,7,15,-33,151
Unsatisfied,0,25,3,6,7,15,-33,151
Unsatisfied,0,25,3,6,7,15,-33,150
Unsatisfied,0,25,3,6,7,16,-33,150
Unsatisfied,0,25,3,6,7,16,-33,150
Unsatisfied,0,25,3,6,7,16,-34,151
Unsatisfied,0,25,3,6,7,16,-33,151
Unsatisfied,0,25,3,6,7,16,-33,150
Unsatisfied,0,25,3,6,7,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,9,16,-33,150
Unsatisfied,0,25,3,6,9,16,-33,151
Unsatisfied,0,25,3,6,10,16,-33,151
Unsatisfied,0,25,3,6,11,16,-33,151
Unsatisfied,0,25,3,6,12,16,-33,150
Unsatisfied,0,25,3,6,7,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,7,16,-34,151
Unsatisfied,0,25,3,6,7,16,-33,150
Unsatisfied,0,25,3,6,7,16,-33,151
Unsatisfied,0,25,3,6,7,16,-33,151
Unsatisfied,0,25,3,6,7,16,-33,150
Unsatisfied,0,25,3,6,7,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,7,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,150
Unsatisfied,0,25,3,6,8,16,-33,151
Unsatisfied,0,25,3,6,7,17,-33,150
Unsatisfied,0,25,3,6,7,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-34,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,150
Unsatisfied,0,25,3,6,9,17,-33,150
Unsatisfied,0,25,3,6,9,17,-33,150
Unsatisfied,0,25,3,6,9,17,-33,150
Unsatisfied,0,25,3,6,9,17,-33,150
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,10,17,-33,151
Unsatisfied,0,25,3,6,10,17,-33,151
Unsatisfied,0,25,3,6,11,17,-33,151
Unsatisfied,0,25,3,6,11,17,-33,151
Unsatisfied,0,25,3,6,12,17,-33,151
Unsatisfied,0,25,3,6,13,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,150
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,7,17,-33,151
Unsatisfied,0,25,3,6,7,17,-33,151
Unsatisfied,0,25,3,6,7,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,150
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,150
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,8,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,9,17,-33,151
Unsatisfied,0,25,3,6,7,18,-33,151
Unsatisfied,0,25,3,6,7,18,-33,151
Unsatisfied,0,25,3,6,8,18,-33,150
Unsatisfied,0,25,3,6,8,18,-33,151
Unsatisfied,0,25,3,6,8,18,-33,150
Unsatisfied,0,25,3,6,8,18,-33,151
Unsatisfied,0,25,3,6,8,18,-33,151
Unsatisfied,0,25,3,6,8,18,-33,151
Unsatisfied,0,25,3,6,8,18,-33,151
Unsatisfied,0,25,3,6,8,18,-33,150
Unsatisfied,0,25,3,6,9,18,-33,151
Unsatisfied,0,25,3,6,9,18,-33,151
Unsatisfied,0,25,3,6,9,18,-33,151
Unsatisfied,0,25,3,6,9,18,-33,151
Unsatisfied,0,25,3,6,10,18,-33,150
Unsatisfied,0,25,3,6,11,18,-33,151
Unsatisfied,0,25,3,6,16,18,-33,151
Unsatisfied,0,25,3,6,8,18,-33,151
Unsatisfied,0,25,3,6,9,18,-33,151
Unsatisfied,0,25,3,6,9,18,-33,150
Unsatisfied,0,25,3,6,9,18,-33,151
Unsatisfied,0,25,3,6,10,18,-33,151
Unsatisfied,0,25,3,6,10,18,-33,150
Unsatisfied,0,25,3,6,10,18,-33,151
Unsatisfied,0,25,3,6,7,19,-33,151
Unsatisfied,0,25,3,6,8,19,-33,150
Unsatisfied,0,25,3,6,8,19,-33,151
Unsatisfied,0,25,3,6,9,19,-33,150
Unsatisfied,0,25,3,6,10,19,-33,150
Unsatisfied,0,25,3,6,9,19,-33,151
Unsatisfied,0,25,3,6,10,20,-33,151
Unsatisfied,0,25,3,6,10,20,-33,151
Unsatisfied,0,25,3,6,11,20,-33,151
Unsatisfied,0,25,3,6,11,20,-33,151
Unsatisfied,0,25,3,6,8,21,-33,151
Unsatisfied,0,25,3,6,13,21,-33,151
Unsatisfied,0,25,3,6,7,21,-33,151
Unsatisfied,0,25,3,6,17,21,-33,151
Unsatisfied,0,25,3,6,11,22,-34,150
Unsatisfied,0,35,3,6,8,4,-33,150
Unsatisfied,0,35,3,6,10,13,-33,150
Unsatisfied,0,35,3,6,10,14,-33,151
Unsatisfied,0,35,3,6,6,15,-33,151
Unsatisfied,0,35,3,6,6,15,-33,151
Unsatisfied,0,35,3,6,7,15,-33,151
Unsatisfied,0,35,3,6,6,15,-33,150
Unsatisfied,0,35,3,6,6,15,-33,151
Unsatisfied,0,35,3,6,7,15,-33,151
Unsatisfied,0,35,3,6,6,15,-33,150
Unsatisfied,0,35,3,6,6,15,-33,151
Unsatisfied,0,35,3,6,6,15,-33,151
Unsatisfied,0,35,3,6,7,15,-33,151
Unsatisfied,0,35,3,6,7,15,-33,151
Unsatisfied,0,35,3,6,7,15,-33,150
Unsatisfied,0,35,3,6,7,15,-34,151
Unsatisfied,0,35,3,6,7,15,-33,151
Unsatisfied,0,35,3,6,7,15,-33,151
Unsatisfied,0,35,3,6,7,15,-33,150
Unsatisfied,0,35,3,6,8,15,-33,150
Unsatisfied,0,35,3,6,8,15,-33,151
Unsatisfied,0,35,3,6,7,15,-33,150
Unsatisfied,0,35,3,6,7,15,-33,150
Unsatisfied,0,35,3,6,7,15,-34,151
Unsatisfied,0,35,3,6,8,15,-33,150
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-32,151
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-34,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,9,16,-34,151
Unsatisfied,0,35,3,6,9,16,-33,151
Unsatisfied,0,35,3,6,9,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-34,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,150
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,8,16,-34,150
Unsatisfied,0,35,3,6,8,16,-34,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,9,16,-33,151
Unsatisfied,0,35,3,6,9,16,-33,151
Unsatisfied,0,35,3,6,10,16,-33,150
Unsatisfied,0,35,3,6,5,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,7,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,8,16,-33,150
Unsatisfied,0,35,3,6,8,16,-33,151
Unsatisfied,0,35,3,6,9,16,-33,151
Unsatisfied,0,35,3,6,6,17,-33,151
Unsatisfied,0,35,3,6,7,17,-33,151
Unsatisfied,0,35,3,6,7,17,-33,150
Unsatisfied,0,35,3,6,7,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-34,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,7,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,7,17,-33,151
Unsatisfied,0,35,3,6,7,17,-33,151
Unsatisfied,0,35,3,6,7,17,-33,151
Unsatisfied,0,35,3,6,8,17,-34,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,150
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,150
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,6,17,-33,150
Unsatisfied,0,35,3,6,7,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,8,17,-33,151
Unsatisfied,0,35,3,6,9,17,-33,151
Unsatisfied,0,35,3,6,7,18,-33,151
Unsatisfied,0,35,3,6,7,18,-33,150
Unsatisfied,0,35,3,6,7,18,-33,151
Unsatisfied,0,35,3,6,7,18,-33,151
Unsatisfied,0,35,3,6,7,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,150
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,10,18,-33,150
Unsatisfied,0,35,3,6,10,18,-33,151
Unsatisfied,0,35,3,6,10,18,-33,151
Unsatisfied,0,35,3,6,10,18,-33,151
Unsatisfied,0,35,3,6,10,18,-33,151
Unsatisfied,0,35,3,6,10,18,-34,151
Unsatisfied,0,35,3,6,10,18,-33,151
Unsatisfied,0,35,3,6,10,18,-33,151
Unsatisfied,0,35,3,6,7,18,-33,151
Unsatisfied,0,35,3,6,7,18,-33,150
Unsatisfied,0,35,3,6,7,18,-33,150
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,7,18,-33,150
Unsatisfied,0,35,3,6,7,18,-33,151
Unsatisfied,0,35,3,6,7,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,150
Unsatisfied,0,35,3,6,8,18,-33,150
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,150
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,10,18,-34,150
Unsatisfied,0,35,3,6,10,18,-34,151
Unsatisfied,0,35,3,6,10,18,-33,151
Unsatisfied,0,35,3,6,8,18,-33,151
Unsatisfied,0,35,3,6,9,18,-33,151
Unsatisfied,0,35,3,6,10,18,-33,151
Unsatisfied,0,35,3,6,6,19,-33,150
Unsatisfied,0,35,3,6,6,19,-33,151
Unsatisfied,0,35,3,6,8,19,-33,151
Unsatisfied,0,35,3,6,8,19,-33,151
Unsatisfied,0,35,3,6,9,19,-33,150
Unsatisfied,0,35,3,6,9,19,-33,151
Unsatisfied,0,35,3,6,9,19,-33,150
Unsatisfied,0,35,3,6,9,19,-34,150
Unsatisfied,0,35,3,6,9,19,-33,150
Unsatisfied,0,35,3,6,10,19,-33,151
Unsatisfied,0,35,3,6,10,19,-33,150
Unsatisfied,0,35,3,6,7,19,-33,151
Unsatisfied,0,35,3,6,8,19,-33,151
Unsatisfied,0,35,3,6,7,20,-33,151
Unsatisfied,0,35,3,6,8,20,-33,150
Unsatisfied,0,35,3,6,8,20,-33,151
Unsatisfied,0,35,3,6,9,20,-33,151
Unsatisfied,0,45,3,6,6,14,-33,150
Unsatisfied,0,45,3,6,7,14,-33,151
Unsatisfied,0,45,3,6,9,14,-33,150
Unsatisfied,0,45,3,6,6,15,-33,150
Unsatisfied,0,45,3,6,6,15,-33,150
Unsatisfied,0,45,3,6,7,15,-33,150
Unsatisfied,0,45,3,6,7,15,-33,150
Unsatisfied,0,45,3,6,7,15,-33,151
Unsatisfied,0,45,3,6,8,15,-33,151
Unsatisfied,0,45,3,6,9,15,-33,151
Unsatisfied,0,45,3,6,11,15,-33,151
Unsatisfied,0,45,3,6,7,15,-33,150
Unsatisfied,0,45,3,6,6,15,-34,151
Unsatisfied,0,45,3,6,6,15,-33,150
Unsatisfied,0,45,3,6,7,15,-33,151
Unsatisfied,0,45,3,6,7,15,-33,151
Unsatisfied,0,45,3,6,7,15,-34,150
Unsatisfied,0,45,3,6,7,15,-33,150
Unsatisfied,0,45,3,6,7,15,-33,150
Unsatisfied,0,45,3,6,7,15,-33,150
Unsatisfied,0,45,3,6,7,15,-33,150
Unsatisfied,0,45,3,6,7,15,-33,150
Unsatisfied,0,45,3,6,5,16,-33,151
